Section	Faculty Code	Faculty Name	Room	Day	Time
A			404	sat	08:30 - 09:50
B	NaFA	Nahid Ferdous Aurna	404	sat	09:51 - 11:10
C			405	sat	08:30 - 09:50
D	ShAhd	Shihab Ahmed	406	sat	11:11 - 12:30
E	FzAn	Fairoz Anika	325	sat	13:51 - 15:10
F	NaFA	Nahid Ferdous Aurna	405	sun	15:11 - 16:30
G	FzAn	Fairoz Anika	404	sun	12:31 - 13:50
H	KAN	Kazi Abdun Noor	402	sun	13:51 - 15:10
I	KFT	Kazi Fahim Tahmid	403	sun	08:30 - 09:50
J	FzAn	Fairoz Anika	404	sun	09:51 - 11:10
K			805	sun	11:11 - 12:30
