Section	Faculty Code	Faculty Name	Room	Day	Time
A	NaFS	Nahin F. Siddiqui	410	sat	08:30 - 09:50
B	NaFS	Nahin F. Siddiqui	404	sat	12:31 - 13:50
C	MdSam	Md. Siam	404	sat	13:51 - 15:10
D	MSdHn	Md. Sajjad Hossain	401	sat	15:11 - 16:30
E			407	sun	08:30 - 09:50
F			407	sun	11:11 - 12:30
G	MdSam	Md. Siam	405	sun	13:51 - 15:10
H	MSdHn	Md. Sajjad Hossain	409	sun	15:11 - 16:30
